name,type,scope,parameters,call,summary
GetOidcEndPoint,Manager,Infra,{id},/api/v1/trust-management/oidc-uris/{id},Get an OpenID Connect end-point.
GetUpgradeUnitGroups,Manager,Infra,,/api/v1/upgrade/upgrade-unit-groups,Return information of all upgrade unit groups
ListTransportNodeStatusForTransportZone,Manager,Infra,{zoneid},/api/v1/transport-zones/{zoneid}/transport-node-status,Read status of transport nodes in a transport zone
GetL2VPNSessionStatus,Manager,Infra,{sessionid},/api/v1/vpn/l2vpn/sessions/{sessionid}/status,Get L2VPN session status
ReadLoadBalancerApplicationProfile,Manager,Infra,{applicationprofileid},/api/v1/loadbalancer/application-profiles/{applicationprofileid},Retrieve a load balancer application profile
ReadSNMPService,Manager,Infra,,/api/v1/node/services/snmp,Read SNMP service properties
ListMacPools,Manager,Infra,,/api/v1/pools/mac-pools,List MAC Pools
ReadProtonService,Manager,Infra,,/api/v1/node/services/manager,Read service properties
GetServiceInstanceStatus,Manager,Infra,"{serviceid}, {serviceinstanceid}",/api/v1/serviceinsertion/services/{serviceid}/service-instances/{serviceinstanceid}/status,Get Service-Instance status for Service.
GetMACAddresses,Manager,Infra,{macsetid},/api/v1/mac-sets/{macsetid}/members,Get all MACAddresses in a MACSet
GetLogicalRouterStatus,Manager,Infra,{logicalrouterid},/api/v1/logical-routers/{logicalrouterid}/status,Get the status for the Logical Router of the given id
QueryClusterRestoreStatus,Manager,Infra,,/api/v1/cluster/restore/status,Query Restore Request Status
ListSIServiceProfiles,Manager,Infra,{serviceid},/api/v1/serviceinsertion/services/{serviceid}/service-profiles,List all Service Profiles of a Service.
ReadNSXMessagingManagerServiceStatus,Manager,Infra,,/api/v1/node/services/messaging-manager/status,Read NSX Messaging Manager service status
ReadBgpNeighborWithPassword,Manager,Infra,"{logicalrouterid}, {id}?action=showsensitivedata",/api/v1/logical-routers/{logicalrouterid}/routing/bgp/neighbors/{id}?action=showsensitivedata,Read a specific BGP Neighbor with password on a Logical Router
GetServiceInstance,Manager,Infra,"{serviceid}, {serviceinstanceid}",/api/v1/serviceinsertion/services/{serviceid}/service-instances/{serviceinstanceid},Get Service-Instance for Service.
ListLoadBalancerServerSslProfiles,Manager,Infra,,/api/v1/loadbalancer/server-ssl-profiles,Retrieve a paginated list of load balancer server-ssl profiles
GetIPSecVPNPeerEndpoint,Manager,Infra,{ipsecvpnpeerendpointid},/api/v1/vpn/ipsec/peer-endpoints/{ipsecvpnpeerendpointid},Get IPSec VPN peer endpoint
ListDADProfiles,Manager,Infra,,/api/v1/ipv6/dad-profiles,Read All IPV6 DADProfiles
GetInterSiteEdgeNodeBgpNeighborRoutes,Manager,Infra,"{edgenodeid}, {neighborid}",/api/v1/transport-nodes/{edgenodeid}/inter-site/bgp/neighbors/{neighborid}/routes,Get BGP neighbor learned routes on edge transport node
GetBundleIds,Manager,Infra,,/api/v1/repository/bundles,"Get list of bundle-ids which are available in repository or in-progress
"
ListAllSystemHealthPlugins,Manager,Infra,,/api/v1/systemhealth/plugins,Show all the system health plugin
ReadClusterBootManagerServiceStatus,Manager,Infra,,/api/v1/node/services/cluster_manager/status,Read cluster boot manager service status
GetNormalizations,Manager,Infra,,/api/v1/normalizations,Get normalizations based on the query parameters
GetFirewallStatusOnTargetResource,Manager,Infra,"{contexttype}, {id}",/api/v1/firewall/status/{contexttype}/{id},Get firewall status for target resource in dfw context
ListIpfixConfig,Manager,Infra,,/api/v1/ipfix/configs,List IPFIX configuration
GetEULAContent,Manager,Infra,,/api/v1/eula/content,"Return the content of end user license agreement
"
GetVersionWhitelist,Manager,Infra,,/api/v1/upgrade/version-whitelist,Get the version whitelist
ReadNTPService,Manager,Infra,,/api/v1/node/services/ntp,Read NTP service properties
GetNotifications,Manager,Infra,{watcherid},/api/v1/notification-watchers/{watcherid}/notifications,Get notifications for the specified watcher ID.
ReadLoadBalancerService,Manager,Infra,{serviceid},/api/v1/loadbalancer/services/{serviceid},Retrieve a load balancer service
ReadClusterNodeVMDeploymentStatus,Manager,Infra,{nodeid},/api/v1/cluster/nodes/deployments/{nodeid}/status,Returns the status of the VM creation/deletion
GetCsr,Manager,Infra,{csrid},/api/v1/trust-management/csrs/{csrid},Show CSR Data for the Given CSR ID
GetWidgetConfiguration,Manager,Infra,"{viewid}, {widgetconfigurationid}",/api/v1/ui-views/{viewid}/widgetconfigurations/{widgetconfigurationid},Returns Widget Configuration Information
GetServiceDeploymentStatus,Manager,Infra,"{serviceid}, {servicedeploymentid}",/api/v1/serviceinsertion/services/{serviceid}/service-deployments/{servicedeploymentid}/status,Get a particular service deployment status.
ListCertificateProfiles,Manager,Infra,,/api/v1/trust-management/certificate-profiles,Return the list of certificate profiles.
ReadLoadBalancerRule,Manager,Infra,{ruleid},/api/v1/loadbalancer/rules/{ruleid},Retrieve a load balancer rule
GetDhcpStatus,Manager,Infra,{serverid},/api/v1/dhcp/servers/{serverid}/status,Get DHCP service status with given dhcp server id
GetBundleUploadStatus,Manager,Infra,{bundleid},/api/v1/repository/bundles/{bundleid}/upload-status,Get bundle upload status
ListFabricNodeNeighborProperties,Manager,Infra,{fabricnodeid},/api/v1/lldp/fabric-nodes/{fabricnodeid}/interfaces,List LLDP Neighbor Properties of Fabric Node
GetUpgradeUnitsStats,Manager,Infra,,/api/v1/upgrade/upgrade-units-stats,Get upgrade units stats
GetIPAddresses,Manager,Infra,{ipsetid},/api/v1/ip-sets/{ipsetid}/members,Get all IPAddresses in a IPSet
GetUpgradeUnitAggregateInfo,Manager,Infra,,/api/v1/upgrade/upgrade-units/aggregate-info,Get upgrade units aggregate-info
ReadLiagentService,Manager,Infra,,/api/v1/node/services/liagent,Read liagent service properties
GetTrustObjects,Manager,Infra,,/api/v1/trust-management,Return the Properties of a Trust Manager
ListDhcpServers,Manager,Infra,,/api/v1/dhcp/servers,Get a paginated list of DHCP servers
ListAutomaticHealthChecks,Manager,Infra,,/api/v1/automatic-health-checks,List automatic health checks
ReadDhcpIpPool,Manager,Infra,"{serverid}, {poolid}",/api/v1/dhcp/servers/{serverid}/ip-pools/{poolid},Get a DHCP server's IP pool with the specified pool ID
GetContainerApplicationInstance,Manager,Infra,{containerapplicationinstanceid},/api/v1/fabric/container-application-instances/{containerapplicationinstanceid},Return a container application instance
ReadComputeManagerStatus,Manager,Infra,{computemanagerid},/api/v1/fabric/compute-managers/{computemanagerid}/status,Return runtime status information for a compute manager
ReadRedistributionConfig,Manager,Infra,{logicalrouterid},/api/v1/logical-routers/{logicalrouterid}/routing/redistribution,Read the Redistribution Configuration on a Logical Router
ReadBGPCommunityList,Manager,Infra,"{logicalrouterid}, {communitylistid}",/api/v1/logical-routers/{logicalrouterid}/routing/bgp/community-lists/{communitylistid},Read a specific BGP community list from a logical router
GetTransportNodeCollectionState,Manager,Infra,{transportnodecollectionid},/api/v1/transport-node-collections/{transportnodecollectionid}/state,Get Transport Node collection application state
ListInstanceEndpoints,Manager,Infra,"{serviceid}, {serviceinstanceid}",/api/v1/serviceinsertion/services/{serviceid}/service-instances/{serviceinstanceid}/instance-endpoints,List all InstanceEndpoints of a Service Instance.
GetSectionsSummary,Manager,Infra,,/api/v1/firewall/sections/summary,Get the summary of sections in the firewall configuration.
ListDhcpStaticBindings,Manager,Infra,{serverid},/api/v1/dhcp/servers/{serverid}/static-bindings,Get a paginated list of a DHCP server's static bindings
ListClusterBackupTimestamps,Manager,Infra,,/api/v1/cluster/restore/backuptimestamps,List timestamps of all available Cluster Backups.
GetCertificateProfile,Manager,Infra,{servicetype},/api/v1/trust-management/certificate-profile/{servicetype},Get the certificate profile for the given service type
GetBackupUiFramesInfo,Manager,Infra,,/api/v1/cluster/backups/ui_frames,Get backup frames for UI
GetMigratedSwitches,Manager,Infra,,/api/v1/migration/migrated-switches,"Get the list of migrated switches (DVS, VSS)"
GetSwitchingProfileStatus,Manager,Infra,{switchingprofileid},/api/v1/switching-profiles/{switchingprofileid}/summary,Get Counts of Ports and Switches Using This Switching Profile
GetIPSecVPNTunnelProfile,Manager,Infra,{ipsecvpntunnelprofileid},/api/v1/vpn/ipsec/tunnel-profiles/{ipsecvpntunnelprofileid},Get IPSec tunnel profile
GetDhcpStaticBindingState,Manager,Infra,"{serverid}, {bindingid}",/api/v1/dhcp/servers/{serverid}/static-bindings/{bindingid}/state,Get the realized state of a dhcp static binding
GetL2VPNSessionRemoteMacsForLS,Manager,Infra,{sessionid},/api/v1/vpn/l2vpn/sessions/{sessionid}/remote-mac,Get L2VPN session remote mac for logical switch
GetTelemetryConfig,Manager,Infra,,/api/v1/telemetry/config,Returns the telemetry configuration
ListContainerClusters,Manager,Infra,,/api/v1/fabric/container-clusters,Return the List of Container Clusters
GetFirewallStatus,Manager,Infra,{contexttype},/api/v1/firewall/status/{contexttype},Get firewall global status for dfw context
GetIPSecVPNIKEService,Manager,Infra,{serviceid},/api/v1/vpn/services/{serviceid}/summary,Cumulative statistics for one IKE service instance
ReadLoadBalancerPool,Manager,Infra,{poolid},/api/v1/loadbalancer/pools/{poolid},Retrieve a load balancer pool
ListPaceClusterNodeVMDeploymentRequests,Manager,Infra,,/api/v1/intelligence/nodes/deployments,Returns info for all cluster node VM auto-deployment attempts
GetTransportNodeProfile,Manager,Infra,{transportnodeprofileid},/api/v1/transport-node-profiles/{transportnodeprofileid},Get a Transport Node
ReadNodeStatsService,Manager,Infra,,/api/v1/node/services/node-stats,Read NSX node-stats service properties
ListBridgeEndpoints,Manager,Infra,,/api/v1/bridge-endpoints,List All Bridge Endpoints
ReadMigrationCoordinatorService,Manager,Infra,,/api/v1/node/services/migration-coordinator,Read migration coordinator service properties
GetTransportZoneStatus,Manager,Infra,{zoneid},/api/v1/transport-zones/{zoneid}/summary,Get a Transport Zone's Current Runtime Status Information
ListIPSecVPNLocalEndpoints,Manager,Infra,,/api/v1/vpn/ipsec/local-endpoints,Get IPSec local endpoint list result
GetNotificationWatcher,Manager,Infra,{watcherid},/api/v1/notification-watchers/{watcherid},Returns notification watcher by watcher id.
GetContainerIngressPolicy,Manager,Infra,{ingresspolicyid},/api/v1/fabric/container-ingress-policies/{ingresspolicyid},Returns an ingress policy spec
ReadEdgeCluster,Manager,Infra,{edgeclusterid},/api/v1/edge-clusters/{edgeclusterid},Read Edge Cluster
GetDnsForwarderState,Manager,Infra,{forwarderid},/api/v1/dns/forwarders/{forwarderid}/state,Get the realized state of a DNS forwarder
ListLogicalSwitches,Manager,Infra,,/api/v1/logical-switches,List all Logical Switches
ListTransportNodeCapabilities,Manager,Infra,{transportnodeid},/api/v1/transport-nodes/{transportnodeid}/capabilities,Return the list of capabilities of transport node
ReadNodeNameServers,Manager,Infra,,/api/v1/node/network/name-servers,Read the Node's Name Servers
GetHostSwitchProfile,Manager,Infra,{hostswitchprofileid},/api/v1/host-switch-profiles/{hostswitchprofileid},Get a Hostswitch Profile by ID
ListComputeCollections,Manager,Infra,,/api/v1/fabric/compute-collections,Return the List of Compute Collections
ReadIdpsReportingService,Manager,Infra,,/api/v1/node/services/idps-reporting,Read the idps-reporting service properties
ReadDhcpRelay,Manager,Infra,{relayid},/api/v1/dhcp/relays/{relayid},Read a DHCP Relay Service
GetL2VpnSession,Manager,Infra,{l2vpnsessionid},/api/v1/vpn/l2vpn/sessions/{l2vpnsessionid},Get a L2VPN session
GetFeedbackSummary,Manager,Infra,,/api/v1/migration/feedback-summary,Feedback request summary
ReadNodeInterface,Manager,Infra,{interfaceid},/api/v1/node/network/interfaces/{interfaceid},Read the Node's Network Interface
ReadSSHService,Manager,Infra,,/api/v1/node/services/ssh,Read ssh service properties
ListTraceflows,Manager,Infra,,/api/v1/traceflows,List all Traceflow rounds
ListContainerIngressPolicies,Manager,Infra,,/api/v1/fabric/container-ingress-policies,Return the List of Container Ingress Policies
ListNodeLogs,Manager,Infra,,/api/v1/node/logs,List available node logs
ReadApplianceManagementTaskProperties,Manager,Infra,{taskid},/api/v1/node/tasks/{taskid},Read task properties
GetLicenseByKey,Manager,Infra,{licensekey},/api/v1/licenses/{licensekey},Deprecated. Get license properties for license identified by the license-key
GetLicenseUsageReport,Manager,Infra,,/api/v1/licenses/licenses-usage,Get usage report of all registered modules
GetGroupVidmSearchResult,Manager,Infra,,/api/v1/aaa/vidm/groups,Get all the User Groups where vIDM display name matches the search key case insensitively. The search key is checked to be a substring of display name. This is a non paginated API. This API will return as many results that vIDM returns to NSX during the search query. vIDM may not send all results at once so to zero in on the group of interest more characters need to be entered.
ListLogicalPorts,Manager,Infra,,/api/v1/logical-ports,List All Logical Ports
GetLogicalRouterPortState,Manager,Infra,{logicalrouterportid},/api/v1/logical-router-ports/{logicalrouterportid}/state,Get the Realized State of a Logical Router Port
ReadStaticRoute,Manager,Infra,"{logicalrouterid}, {id}",/api/v1/logical-routers/{logicalrouterid}/routing/static-routes/{id},Get a specific Static Route on a Logical Router
GetLogicalPortState,Manager,Infra,{lportid},/api/v1/logical-ports/{lportid}/state,Get realized state & location of a logical port
GetOvfDeployInfo,Manager,Infra,,/api/v1/repository/bundles/ovf-deploy-info,"Get information of the OVF which will be getting deployed.
"
ReadAsyncApplianceManagementTaskResponse,Manager,Infra,{taskid},/api/v1/node/tasks/{taskid}/response,Read asynchronous task response
CompatibleList,Manager,Infra,,/api/v1/sites/compatibility,Get the compatibility list of the site
GetBackupHistory,Manager,Infra,,/api/v1/cluster/backups/history,Get backup history
GetEffectiveCloudNativeServiceInstances,Manager,Infra,{nsgroupid},/api/v1/ns-groups/{nsgroupid}/effective-cloud-native-service-instance-members,Get Effective Cloud Native Service Instances of the specified NSGroup.
GetBridgeEndpoint,Manager,Infra,{bridgeendpointid},/api/v1/bridge-endpoints/{bridgeendpointid},Get Information about a bridge endpoint
GetBackupStatus,Manager,Infra,,/api/v1/cluster/backups/status,Get backup status
GetVersionWhitelistByComponent,Manager,Infra,{component_type},/api/v1/upgrade/version-whitelist/{component_type},Get the version whitelist for the specified component
GetSiteConfigurationVersioned310,Manager,Infra,,/api/v1/sites?version=3.1.0,"Get the site configuration, some attributes won't be shown based on version"
GetDhcpServerState,Manager,Infra,{serverid},/api/v1/dhcp/servers/{serverid}/state,Get the realized state of a dhcp server
ReadNodeLog,Manager,Infra,{logid},/api/v1/node/logs/{logid},Read node log properties
QuerySearch,Manager,Infra,,/api/v1/search/query,Full text search API
ListTransportNodeCollections,Manager,Infra,,/api/v1/transport-node-collections,List Transport Node collections
GetServiceInsertionSection,Manager,Infra,{sectionid},/api/v1/serviceinsertion/sections/{sectionid},Get an Existing Section
GetClusterVirtualIp,Manager,Infra,,/api/v1/cluster/api-virtual-ip,Read cluster virtual IP address
GetIpfixConfig,Manager,Infra,{configid},/api/v1/ipfix/configs/{configid},Get an existing IPFIX configuration
GetIPSecVPNPeerEndpointWithPSK,Manager,Infra,{ipsecvpnpeerendpointid}?action=showsensitivedata,/api/v1/vpn/ipsec/peer-endpoints/{ipsecvpnpeerendpointid}?action=showsensitivedata,Get IPSec VPN peer endpoint with PSK
ListNSServiceGroups,Manager,Infra,,/api/v1/ns-service-groups,List all NSServiceGroups
ReadDhcpServer,Manager,Infra,{serverid},/api/v1/dhcp/servers/{serverid},Get a DHCP server with v4 and/or v6 servers
EffectiveProfiles,Manager,Infra,,/api/v1/service-configs/effective-profiles,Get Effective Profiles for an Entity
ListL2VpnSessions,Manager,Infra,,/api/v1/vpn/l2vpn/sessions,Get all L2VPN sessions
ReadNsxUpgradeAgentServiceStatus,Manager,Infra,,/api/v1/node/services/nsx-upgrade-agent/status,Read Nsx upgrade agent service status
GetReversePktCapFileProxy,Manager,Infra,{livetracesessionid},/api/v1/livetraces/{livetracesessionid}/proxy/reverse/capturefile,Get reverse packet capture file proxy
ReadFileThumbprint,Manager,Infra,{fileid},/api/v1/node/file-store/{fileid}/thumbprint,Read file thumbprint
ListServiceInstances,Manager,Infra,,/api/v1/serviceinsertion/service-instances,Get all Service-Instances present in system
ReadPhonehomeCoordinatorServiceStatus,Manager,Infra,,/api/v1/node/services/telemetry/status,Read Telemetry service status
GetNodeMode,Manager,Infra,,/api/v1/node/mode,NodeMode
ListEdgeClusters,Manager,Infra,,/api/v1/edge-clusters,List Edge Clusters
ReadClusterStatus,Manager,Infra,,/api/v1/cluster/status,Read Cluster Status
ShowAllApplianceLatencyData,Manager,Infra,,/api/v1/systemhealth/appliances/latency/status,Show the details of latency status for all appliances
ListBGPCommunityLists,Manager,Infra,{logicalrouterid},/api/v1/logical-routers/{logicalrouterid}/routing/bgp/community-lists,Paginated list of BGP community lists on a logical router
ReadCminventoryServiceStatus,Manager,Infra,,/api/v1/node/services/cm-inventory/status,Read manager service status
ReadPhonehomeCoordinatorService,Manager,Infra,,/api/v1/node/services/telemetry,Read Telemetry service properties
ReadNsxUiServiceServiceStatus,Manager,Infra,,/api/v1/node/services/ui-service/status,Read ui service status
GetIPSecVPNIKEProfile,Manager,Infra,{ipsecvpnikeprofileid},/api/v1/vpn/ipsec/ike-profiles/{ipsecvpnikeprofileid},Get IKE Profile
GetFailedDnsQueries,Manager,Infra,{forwarderid},/api/v1/dns/forwarders/{forwarderid}/failed-queries,Get the recent failed DNS queries
ReadNodeUser,Manager,Infra,{userid},/api/v1/node/users/{userid},Read node user
GetNvdsUpgradeReadinessCheckSummary,Manager,Infra,{precheckid},/api/v1/nvds-urt/status-summary/{precheckid},Get summary of N-VDS to VDS migration
ListLoadBalancerRules,Manager,Infra,,/api/v1/loadbalancer/rules,Retrieve a paginated list of load balancer rules
GetIpfixCollectorUpmProfile,Manager,Infra,{ipfixcollectorprofileid},/api/v1/ipfix-collector-profiles/{ipfixcollectorprofileid},Get an existing IPFIX collector profile
ReadContainerClusterStatus,Manager,Infra,{clusterid},/api/v1/systemhealth/container-cluster/{clusterid}/ncp/status,Get the container cluster status by given id
GetRules,Manager,Infra,{sectionid},/api/v1/firewall/sections/{sectionid}/rules,Get All the Rules for a Section
GetMigrationUnitsStats,Manager,Infra,,/api/v1/migration/migration-units-stats,Get migration units stats
GetLicense,Manager,Infra,,/api/v1/license,"Deprecated. Return the Enterprise License
"
GetDhcpStatistics,Manager,Infra,{serverid},/api/v1/dhcp/servers/{serverid}/statistics,Get DHCP statistics with given dhcp server id
ReadDhcpRelayProfile,Manager,Infra,{relayprofileid},/api/v1/dhcp/relay-profiles/{relayprofileid},Read a DHCP Relay Profile
ListFirewallProfiles,Manager,Infra,,/api/v1/firewall/profiles,Get firewall profiles available.
ReadStaticHopBfdPeer,Manager,Infra,"{logicalrouterid}, {bfdpeerid}",/api/v1/logical-routers/{logicalrouterid}/routing/static-routes/bfd-peers/{bfdpeerid},Read a static route BFD peer
GetLogicalSwitchMacTableInCsvFormat,Manager,Infra,{lswitchid},/api/v1/logical-switches/{lswitchid}/mac-table?format=csv,Get MAC Table for Logical Switch of the Given ID (lswitch-id)
ReadClusterBootManagerService,Manager,Infra,,/api/v1/node/services/cluster_manager,Read cluster boot manager service properties
ListCrlDistributionPoints,Manager,Infra,,/api/v1/trust-management/crl-distribution-points,Return the list of CrlDistributionPoints
GetEffectiveTransportNodeMembers,Manager,Infra,{nsgroupid},/api/v1/ns-groups/{nsgroupid}/effective-transport-node-members,Get effective transport node members translated from the NSGroup
GetIPSecVPNSessionStatistics,Manager,Infra,{sessionid},/api/v1/vpn/ipsec/sessions/{sessionid}/statistics,Get IPSec VPN session statistics
GetUpgradeUnitGroupsStatus,Manager,Infra,,/api/v1/upgrade/upgrade-unit-groups-status,Get upgrade status for upgrade unit groups
GetTransportNodeCollection,Manager,Infra,{transportnodecollectionid},/api/v1/transport-node-collections/{transportnodecollectionid},Get Transport Node collection by id
GetUcUpgradeStatus,Manager,Infra,,/api/v1/upgrade/uc-upgrade-status,Get upgrade-coordinator upgrade status
ReadNSXMessageBusServiceStatus,Manager,Infra,,/api/v1/node/services/nsx-message-bus/status,Read NSX Message Bus service status
GetCurrentBarrier,Manager,Infra,,/api/v1/realization-state-barrier/current,Gets the current barrier number
GetClusterProfile,Manager,Infra,{clusterprofileid},/api/v1/cluster-profiles/{clusterprofileid},Get cluster profile by Id
ReadDebugInfo,Manager,Infra,{logicalrouterid},/api/v1/logical-routers/{logicalrouterid}/debug-info?format=text,Read the debug information for the logical router
GetBgpNeighborsStatus,Manager,Infra,{logicalrouterid},/api/v1/logical-routers/{logicalrouterid}/routing/bgp/neighbors/status,Get the status of all the BGP neighbors for the Logical Router of the given id
QueryTunnels,Manager,Infra,{nodeid},/api/v1/transport-nodes/{nodeid}/tunnels,List of tunnels
GetUpgradeUnitGroupAggregateInfo,Manager,Infra,,/api/v1/upgrade/upgrade-unit-groups/aggregate-info,Return aggregate information of all upgrade unit groups
GetBgpNeighborRoutesInCsvFormat,Manager,Infra,"{logicalrouterid}, {neighborid}",/api/v1/logical-routers/{logicalrouterid}/routing/bgp/neighbors/{neighborid}/routes?format=csv,"Get BGP neighbor learned routes in CSV format
"
ListIpBlockSubnets,Manager,Infra,,/api/v1/pools/ip-subnets,List subnets within an IP block
ReadRedistributionRuleList,Manager,Infra,{logicalrouterid},/api/v1/logical-routers/{logicalrouterid}/routing/redistribution/rules,Read All the Redistribution Rules on a Logical Router
ValidateCertificate,Manager,Infra,{certid}?action=validate,/api/v1/trust-management/certificates/{certid}?action=validate,Validate a certificate
ReadClusterNodeInterfaceStatistics,Manager,Infra,"{nodeid}, {interfaceid}",/api/v1/cluster/nodes/{nodeid}/network/interfaces/{interfaceid}/stats,Read the NSX Manager/Controller's Network Interface Statistics
GetSiteSelf,Manager,Infra,,/api/v1/sites/self,Get the local site configuration
ReadNTPServiceStatus,Manager,Infra,,/api/v1/node/services/ntp/status,Read NTP service status
GetLogicalSwitchState,Manager,Infra,{lswitchid},/api/v1/logical-switches/{lswitchid}/state,Get the realized state associated with provided logical switch id
ReadNodeLogData,Manager,Infra,{logid},/api/v1/node/logs/{logid}/data,Read node log contents
ListL2VpnServices,Manager,Infra,,/api/v1/vpn/l2vpn/services,Get all L2VPN services
ReadProxyServiceStatus,Manager,Infra,,/api/v1/node/services/http/status,Read http service status
ReadDiscoveredNode,Manager,Infra,{nodeextid},/api/v1/fabric/discovered-nodes/{nodeextid},Return Discovered Node Information
CompatibleListRemote,Manager,Infra,,/api/v1/sites/compatibility/remote,Check whether the remote site version is compatible to this site
GetInventoryConfig,Manager,Infra,,/api/v1/configs/inventory,Return inventory configuration
ListDhcpRelayProfiles,Manager,Infra,,/api/v1/dhcp/relay-profiles,List All DHCP Relay Profiles
GetUpgradeUnit,Manager,Infra,{upgradeunitid},/api/v1/upgrade/upgrade-units/{upgradeunitid},Get a specific upgrade unit
ReadTransportNodeInterface,Manager,Infra,"{transportnodeid}, {interfaceid}",/api/v1/transport-nodes/{transportnodeid}/network/interfaces/{interfaceid},Read the transport node's network interface
ReadNeighborProperties,Manager,Infra,"{nodeid}, {interfaceid}",/api/v1/lldp/transport-nodes/{nodeid}/interfaces/{interfaceid},"Read LLDP Neighbor Properties of Transport Node by Interface Name
"
GetInterSiteEdgeNodeBgpSummary,Manager,Infra,{edgenodeid},/api/v1/transport-nodes/{edgenodeid}/inter-site/bgp/summary,Get inter-site BGP summary of edge node
ReadPlatformClientServiceStatus,Manager,Infra,,/api/v1/node/services/nsx-platform-client/status,Read NSX Platform Client service status
ListLoadBalancerPersistenceProfiles,Manager,Infra,,/api/v1/loadbalancer/persistence-profiles,Retrieve a paginated list of load balancer persistence profiles
ListRestoreInstructionResources,Manager,Infra,,/api/v1/cluster/restore/instruction-resources,"List resources for a given instruction, to be
shown to/executed by users.
"
ShowSystemHealthAgentProfile,Manager,Infra,{profileid},/api/v1/systemhealth/profiles/{profileid},Show the details of a system health profile
GetL2VpnSessionPeerCodes,Manager,Infra,{l2vpnsessionid},/api/v1/vpn/l2vpn/sessions/{l2vpnsessionid}/peer-codes,Get peer codes for the L2VpnSession
GetPnicStatusesForTransportNode,Manager,Infra,{nodeid},/api/v1/transport-nodes/{nodeid}/pnic-bond-status,Get high-level summary of a transport node
ReadLoadBalancerServerSslProfile,Manager,Infra,{serversslprofileid},/api/v1/loadbalancer/server-ssl-profiles/{serversslprofileid},Retrieve a load balancer server-ssl profile
ListDnsForwaders,Manager,Infra,,/api/v1/dns/forwarders,Get a paginated list of DNS forwarders
GetMPPolicyPromotionHistory,Manager,Infra,,/api/v1/migration/mp-policy-promotion/history,"This api is used to get mp policy promotion history. The history contains details about date and time of different promotion
operations like INITIATED, CANCELLED, SUCCESS.
"
GetBgpNeighborRoutes,Manager,Infra,"{logicalrouterid}, {neighborid}",/api/v1/logical-routers/{logicalrouterid}/routing/bgp/neighbors/{neighborid}/routes,Get BGP neighbor learned routes
GetAssociations,Manager,Infra,,/api/v1/associations,"Get ResourceReference objects to which the given resource belongs to
"
GetUpgradeBundleUploadStatus,Manager,Infra,{bundleid},/api/v1/upgrade/bundles/{bundleid}/upload-status,Get uploaded upgrade bundle upload status
GetBridgeEndpointStatus,Manager,Infra,{endpointid},/api/v1/bridge-endpoints/{endpointid}/status,Returns status of a specified Bridge Endpoint
GetIPSecVPNSessionSummary,Manager,Infra,,/api/v1/vpn/ipsec/sessions/summary,VPN session summary
GetLogicalSwitchStatusSummary,Manager,Infra,,/api/v1/logical-switches/status,Get Status Summary of All Logical Switches in the System
GetTransportNodeStateWithDeploymentInfo,Manager,Infra,{transportnodeid},/api/v1/transport-nodes/{transportnodeid}/state,Get a Transport Node's State
GetExcludeList,Manager,Infra,,/api/v1/firewall/excludelist,Get list of entities in exclude list.
ListLiveTrace,Manager,Infra,,/api/v1/livetraces,List all livetrace sessions
GetSolutionConfig,Manager,Infra,"{serviceid}, {solutionconfigid}",/api/v1/serviceinsertion/services/{serviceid}/solution-configs/{solutionconfigid},Get Solution Config Information for a given solution config id.
ReadFabricNodeNeighborProperties,Manager,Infra,"{fabricnodeid}, {interfaceid}",/api/v1/lldp/fabric-nodes/{fabricnodeid}/interfaces/{interfaceid},Read LLDP Neighbor Properties of Fabric Node by Interface Name
GetLogicalRouterRouteTable,Manager,Infra,{logicalrouterid},/api/v1/logical-routers/{logicalrouterid}/routing/route-table,Get route table on a given node for a logical router
ReadComputeCollection,Manager,Infra,{ccextid},/api/v1/fabric/compute-collections/{ccextid},Return Compute Collection Information
ListIPPrefixLists,Manager,Infra,{logicalrouterid},/api/v1/logical-routers/{logicalrouterid}/routing/ip-prefix-lists,Paginated List of IPPrefixLists
GetIPSecVPNSessionState,Manager,Infra,{ipsecvpnsessionid},/api/v1/vpn/ipsec/sessions/{ipsecvpnsessionid}/state,Get the Realized State of a IPSec VPN Session
ListNodeInterfaces,Manager,Infra,,/api/v1/node/network/interfaces,List the Node's Network Interfaces
ReadDhcpV6IpPool,Manager,Infra,"{serverid}, {poolid}",/api/v1/dhcp/servers/{serverid}/ipv6-ip-pools/{poolid},Get a DHCP IPv6 server's IP pool with the specified pool ID
GetSupportedHostOSTypes,Manager,Infra,,/api/v1/fabric/ostypes,Return list of supported host OS types
ListIPSets,Manager,Infra,,/api/v1/ip-sets,List IPSets
GetBridgeEndpointProfile,Manager,Infra,{bridgeendpointprofileid},/api/v1/bridge-endpoint-profiles/{bridgeendpointprofileid},Get Information about a bridge endpoint Profile
GetApiServiceConfig,Manager,Infra,,/api/v1/cluster/api-service,Read API service properties
GetCaptureFile,Manager,Infra,{sessionid},/api/v1/pktcap/session/{sessionid}/capturefile,Get packet capture file
ListSolutionConfigs,Manager,Infra,{serviceid},/api/v1/serviceinsertion/services/{serviceid}/solution-configs,Get Solution Config Information associated with a given service.
GetL2VpnService,Manager,Infra,{l2vpnserviceid},/api/v1/vpn/l2vpn/services/{l2vpnserviceid},Get L2VPN service
ReadLoadBalancerNodeUsageSummary,Manager,Infra,,/api/v1/loadbalancer/node-usage-summary,Read load balancer node usage summary
